userid,text,create_at
1264453983,[哈哈] //@杨不坏:一想到世界各地的不同家庭里都放着中国 @海尔 的产品，心里就一阵暗爽。,2012/9/10 12:54:52
2449073531,回复@连着度娘: 嘻嘻，老妈辈的就是海尔谜@海尔 //@连着度娘:额就特喜欢海尔[嘻嘻] //@生活创意DIY精选:一想到世界各地的不同家庭里都放着中国 @海尔 的产品，心里就一阵暗爽。,2012/9/10 10:59:39
2449059011,钓鱼岛是中国的！！！！！！！！！！！！！！！！！！！！！！！！！11 //@全球新鲜资讯:在很多企业想尽一切办法赚眼球抢人气的时候，海尔已经成功走上了国际舞台！,2012/9/10 10:58:24
2513109502,回复@情况紧极:嘻嘻。国人对他都很有感觉。 //@情况紧极:[太开心]海尔好有感觉哦。 //@时尚生活小百科:不亏是海尔顶尖设计师，产品都很养眼又有科技感，顿时有未来生活的赶脚了！,2012/9/10 10:56:29
2439588993,海尔早就走出国界了。[最右] //@生活小智慧:不亏是海尔顶尖设计师，产品都很养眼又有科技感，顿时有未来生活的赶脚了！,2012/9/10 10:54:27
2448158191,全国知名品牌。 //@全球新鲜资讯:在很多企业想尽一切办法赚眼球抢人气的时候，海尔已经成功走上了国际舞台！,2012/9/10 10:45:06
2010881972,中国的企业都像海尔那样注重原创，那文化产业的春天就来了!,2012/9/10 10:43:56
2448740553,我家很多东东都是海尔的哦[可爱] //@全球热门收集:水晶洗衣机真的很炫诶！用 @海尔 的高科技做家务，劳动俨然变享受！,2012/9/10 10:23:42
2447685035,[太开心]海尔好有感觉哦。 //@时尚生活小百科:不亏是海尔顶尖设计师，产品都很养眼又有科技感，顿时有未来生活的赶脚了！,2012/9/10 10:22:14
2790052682,//@戴林彩: 果然竖起了大拇指，牛啊。 //@全球时尚创意:水晶洗衣机真的很炫诶！用 @海尔 的高科技做家务，劳动俨然变享受！,2012/9/10 01:02:35
2790094964,//@UejRegan冰: 转发微博,2012/9/10 01:00:50
1691999170,好漂亮！！我也想要！！＾ ＾//@全球热门收集:水晶洗衣机真的很炫诶！用 @海尔 的高科技做家务，劳动俨然变享受！,2012/9/9 23:57:53
1245768327,to chinese customers为什么要用英语？,2012/9/9 21:51:38
2573251450,回复@萝莉吉祥:很强大啊海尔果然牛 //@萝莉吉祥:海尔真是名不虚传呀[赞] //@全球热门排行榜精选:大胡子设计师是海尔兄弟动画片里爷爷的真实版么！PS：水晶洗衣机真帅爆了！,2012/9/9 19:33:38
2573240884,回复@蓝的泪水cs神:海尔加油，向海尔致敬，向海尔学习 //@蓝的泪水cs神:这设计真是给力的说 //@时尚生活小百科:不亏是海尔顶尖设计师，产品都很养眼又有科技感，顿时有未来生活的赶脚了！,2012/9/9 19:29:17
2548909762,回复@炎皇之祖:海尔的产品就是让人相信 //@炎皇之祖:希望洗衣机的美观和实用性成正比 //@时尚生活小百科:不亏是海尔顶尖设计师，产品都很养眼又有科技感，顿时有未来生活的赶脚了！,2012/9/9 19:10:09
2489963151,回复@预_约_幸福:现在好像每家都有海尔的东西吧. //@预_约_幸福:我的手机就是买的海尔 //@杨不坏:一想到世界各地的不同家庭里都放着中国 @海尔 的产品，心里就一阵暗爽。,2012/9/9 18:11:51
2487380135,回复@没呼吸D男人:我朋友家用的是海尔热水器 //@没呼吸D男人:我家想买热水器，三个人用的。海尔的怎么样？ //@孙鹏:我们支持海尔，也支持海尔来自国际的设计师。希望各个多家也都懂互相尊重。,2012/9/9 18:00:07
1882432504,//@左岸danven:前些天在德国看了IFA展会，看见海尔出现在展厅时倍感亲切和自豪！当时还想去和设计师们握手，特别想对日韩欧美的朋友说：如同海尔一样，钓鱼岛是中国的！孔子也是中国的！而且MADE IN CHINA将不再代表山寨货！,2012/9/9 17:27:41
1975286643,[鄙视]海尔，以后坚决不买海尔的洗衣机 [右哼哼]//@阿清Rose: @佩佩的猫窝 [偷笑],2012/9/9 17:07:36
1789486244,海尔洗衣机在德国卖的不错，再多几个经销商就好了//@再乱买就斩手的小笔://@左岸danven:前些天在德国看了IFA展会，看见海尔出现在展厅时倍感亲切和自豪！当时还想去和设计师们握手，特别想对日韩欧美的朋友说：如同海尔一样，钓鱼岛是中国的！孔子也是中国的！而且MADE IN CHINA将不再代表山寨货！,2012/9/9 17:05:18
2536581012,回复@彩虹妹妹20_1g9:海尔是国企，但总有一小部分人看不起他，不过我也看不起那一小部分人 //@彩虹妹妹20_1g9:喜欢海尔的人太多了 //@时尚生活小百科:不亏是海尔顶尖设计师，产品都很养眼又有科技感，顿时有未来生活的赶脚了！,2012/9/9 17:02:48
2012911751,@佩佩的猫窝 [偷笑],2012/9/9 17:01:16
2504052871,不亏是海尔顶尖设计师，产品都很养眼又有科技感，顿时有未来生活的赶脚了！ 左岸danven:前些天在德国看了IFA展会，看见海尔出现在展厅时倍感亲切和自豪！当时还想去和设计师们握手，特别想对日韩欧美的朋友说：如同海尔一样，钓鱼岛是中国的！孔子也是中国的！而且MADE IN CHINA将不再代表山寨货！,2012/9/9 16:48:14
2536351120,回复@赶集激流宇通涨幅:呵呵，我家也有的呢 //@赶集激流宇通涨幅:[给力]   海尔真够牛气，让世界也刮目相看啊 //@时尚生活小百科:不亏是海尔顶尖设计师，产品都很养眼又有科技感，顿时有未来生活的赶脚了！,2012/9/9 16:29:31
2536297312,海尔的洗衣机是真的很耐用 //@生活小智慧:不亏是海尔顶尖设计师，产品都很养眼又有科技感，顿时有未来生活的赶脚了！,2012/9/9 16:27:43
1853817811,[花心] //@蘑菇点点子:@_Super曼 //@左岸danven:前些天在德国看了IFA展会，看见海尔出现在展厅时倍感亲切和自豪！当时还想去和设计师们握手，特别想对日韩欧美的朋友说：如同海尔一样，钓鱼岛是中国的！孔子也是中国的！而且MADE IN CHINA将不再代表山寨货！,2012/9/9 16:19:38
2844612277,转发微博,2012/9/9 16:08:36
2844929145,转发微博,2012/9/9 16:08:27
2932022450,转发微博,2012/9/9 16:08:12
2964725444,转发微博,2012/9/9 16:08:10
2741470345,转发微博,2012/9/9 16:07:58
2927904187,转发微博,2012/9/9 16:07:51
2927974243,转发微博,2012/9/9 16:07:47
2927904863,转发微博,2012/9/9 16:07:39
2931991582,转发微博,2012/9/9 16:07:32
2931977462,转发微博,2012/9/9 16:07:28
2927973773,转发微博,2012/9/9 16:07:16
2741287743,超强的性能，更是我们所需要的,2012/9/9 16:07:15
2844927625,转发微博,2012/9/9 16:07:01
2844651335,转发微博,2012/9/9 16:06:42
2932023560,转发微博,2012/9/9 16:06:16
2932023844,转发微博,2012/9/9 16:05:59
2741266033,转发微博,2012/9/9 16:05:58
2927974143,转发微博,2012/9/9 16:05:47
2927977303,转发微博,2012/9/9 16:05:42
2964703360,转发微博,2012/9/9 16:05:31
2928668105,转发微博,2012/9/9 16:05:26
2844900185,转发微博,2012/9/9 16:05:14
2964726150,转发微博,2012/9/9 16:05:14
2741575367,转发微博,2012/9/9 16:05:00
2927907617,转发微博,2012/9/9 16:04:35
2928674011,转发微博,2012/9/9 16:04:24
2928735701,转发微博,2012/9/9 16:04:14
2964736140,转发微博,2012/9/9 16:04:04
2844884943,转发微博,2012/9/9 16:04:01
2927906277,转发微博,2012/9/9 16:03:55
2844897935,转发微博,2012/9/9 16:03:46
2741288597,转发微博,2012/9/9 16:03:30
2844644665,海尔的品牌，一直是最信赖的．,2012/9/9 16:03:11
2931975070,转发微博,2012/9/9 16:02:58
2789826002,//@大兜观平: 海尔这次发力了，不过这是一直以来努力的厚积薄发。 //@全球时尚创意:水晶洗衣机真的很炫诶！用 @海尔 的高科技做家务，劳动俨然变享受！,2012/9/9 16:02:41
2928742061,转发微博,2012/9/9 16:02:21
2741552683,转发微博,2012/9/9 16:02:16
2964853124,转发微博,2012/9/9 16:02:10
2741289087,转发微博,2012/9/9 16:02:09
2741476115,这样的产品必然会大卖[给力][给力],2012/9/9 16:02:04
2931944992,转发微博,2012/9/9 16:02:03
2932025652,转发微博,2012/9/9 16:01:58
2741175535,转发微博,2012/9/9 16:01:49
2741548277,转发微博,2012/9/9 16:01:45
2741273677,转发微博,2012/9/9 16:01:42
2928742811,转发微博,2012/9/9 16:01:39
2964731354,水晶洗衣机的外形是我喜欢的，也不占空间．,2012/9/9 16:01:30
2964846394,[花心]我也喜欢这款，不错．,2012/9/9 16:01:23
2844863123,转发微博,2012/9/9 16:01:08
2741289867,转发微博,2012/9/9 16:00:49
2741494025,转发微博,2012/9/9 16:00:38
2844920101,转发微博,2012/9/9 16:00:20
2844610187,转发微博,2012/9/9 15:59:58
2927969793,转发微博,2012/9/9 15:59:58
2844922791,转发微博,2012/9/9 15:59:43
2741584983,转发微博,2012/9/9 15:59:22
2927974063,转发微博,2012/9/9 15:59:08
2741471851,转发微博,2012/9/9 15:58:56
2964730860,转发微博,2012/9/9 15:58:45
2928714025,转发微博,2012/9/9 12:50:00
2844737845,转发微博,2012/9/9 12:49:55
2964824064,转发微博,2012/9/9 12:49:55
2741565427,转发微博,2012/9/9 12:49:54
2844774605,转发微博,2012/9/9 12:49:47
2931967164,//@时尚生活小百科: 不亏是海尔顶尖设计师，产品都很养眼又有科技感，顿时有未来生活的赶脚了！,2012/9/9 12:49:46
2932011654,转发微博,2012/9/9 12:49:40
2927930567,转发微博,2012/9/9 12:49:38
2931967544,//@时尚生活小百科: 不亏是海尔顶尖设计师，产品都很养眼又有科技感，顿时有未来生活的赶脚了！,2012/9/9 12:49:38
2741405393,转发微博,2012/9/9 12:49:37
2931970664,转发微博,2012/9/9 12:49:26
2741354423,转发微博,2012/9/9 12:49:21
2964770460,转发微博,2012/9/9 12:49:19
2928737351,转发微博,2012/9/9 12:49:19
2964793710,转发微博,2012/9/9 12:49:14
2741589207,转发微博,2012/9/9 12:49:12
2964760050,//@时尚生活小百科: 不亏是海尔顶尖设计师，产品都很养眼又有科技感，顿时有未来生活的赶脚了！,2012/9/9 12:49:10
2964767480,转发微博,2012/9/9 12:49:07
2844678453,转发微博,2012/9/9 12:49:01
2844698417,转发微博,2012/9/9 12:48:59
2741267041,//@时尚生活小百科: 不亏是海尔顶尖设计师，产品都很养眼又有科技感，顿时有未来生活的赶脚了！,2012/9/9 12:48:49
2931966484,//@时尚生活小百科: 不亏是海尔顶尖设计师，产品都很养眼又有科技感，顿时有未来生活的赶脚了！,2012/9/9 12:48:49
2928685381,转发微博,2012/9/9 12:48:49
2931966012,转发微博,2012/9/9 12:48:42
2964765190,转发微博,2012/9/9 12:48:32
2964778894,转发微博,2012/9/9 12:48:31
2741272885,转发微博,2012/9/9 12:48:31
2741315355,//@时尚生活小百科: 不亏是海尔顶尖设计师，产品都很养眼又有科技感，顿时有未来生活的赶脚了！,2012/9/9 12:48:29
2931985174,转发微博,2012/9/9 12:48:28
2844827753,转发微博,2012/9/9 12:48:25
2928691801,转发微博,2012/9/9 12:48:24
2931965302,//@时尚生活小百科: 不亏是海尔顶尖设计师，产品都很养眼又有科技感，顿时有未来生活的赶脚了！,2012/9/9 12:48:19
2927954017,转发微博,2012/9/9 12:48:18
2741313461,转发微博,2012/9/9 12:48:17
2931960394,转发微博,2012/9/9 12:48:15
2844817063,转发微博,2012/9/9 12:48:15
2741414877,转发微博,2012/9/9 12:48:13
2964786874,转发微博,2012/9/9 12:48:12
2844785421,转发微博,2012/9/9 12:48:12
2931988910,//@时尚生活小百科: 不亏是海尔顶尖设计师，产品都很养眼又有科技感，顿时有未来生活的赶脚了！,2012/9/9 12:48:09
2844705697,转发微博,2012/9/9 12:48:07
2964796370,转发微博,2012/9/9 12:48:06
2927928727,//@时尚生活小百科: 不亏是海尔顶尖设计师，产品都很养眼又有科技感，顿时有未来生活的赶脚了！,2012/9/9 12:48:06
2964783042,转发微博,2012/9/9 12:48:04
2844716393,转发微博,2012/9/9 12:47:59
2844795995,转发微博,2012/9/9 12:47:59
2964771462,转发微博,2012/9/9 12:47:59
2844721125,转发微博,2012/9/9 12:47:57
2931983014,转发微博,2012/9/9 12:47:57
2844673093,转发微博,2012/9/9 12:47:48
2931957554,转发微博,2012/9/9 12:47:46
2927922887,转发微博,2012/9/9 12:47:39
2931958894,转发微博,2012/9/9 12:47:39
2964763870,转发微博,2012/9/9 12:47:32
2928706911,转发微博,2012/9/9 12:47:29
2964750762,//@时尚生活小百科: 不亏是海尔顶尖设计师，产品都很养眼又有科技感，顿时有未来生活的赶脚了！,2012/9/9 12:47:25
2928697185,转发微博,2012/9/9 12:47:26
2741417963,转发微博,2012/9/9 12:47:17
2844765671,转发微博,2012/9/9 12:47:12
2931992510,转发微博,2012/9/9 12:47:13
2931971694,转发微博,2012/9/9 12:47:10
2931969024,转发微博,2012/9/9 12:47:05
2741517733,转发微博,2012/9/9 12:47:05
2844724421,转发微博,2012/9/9 12:47:02
2928684835,//@时尚生活小百科: 不亏是海尔顶尖设计师，产品都很养眼又有科技感，顿时有未来生活的赶脚了！,2012/9/9 12:46:59
2741352461,转发微博,2012/9/9 12:46:58
2844742637,转发微博,2012/9/9 12:46:57
2844763297,转发微博,2012/9/9 12:46:55
2741445337,转发微博,2012/9/9 12:46:53
2964802622,转发微博,2012/9/9 12:46:52
2741272495,转发微博,2012/9/9 12:46:50
2928689391,//@时尚生活小百科: 不亏是海尔顶尖设计师，产品都很养眼又有科技感，顿时有未来生活的赶脚了！,2012/9/9 12:46:49
2931967982,转发微博,2012/9/9 12:46:46
2931966724,转发微博,2012/9/9 12:46:43
2928688631,//@时尚生活小百科: 不亏是海尔顶尖设计师，产品都很养眼又有科技感，顿时有未来生活的赶脚了！,2012/9/9 12:46:39
2964833200,转发微博,2012/9/9 12:46:38
2928696935,转发微博,2012/9/9 12:46:37
2931998032,转发微博,2012/9/9 12:46:36
2964789080,转发微博,2012/9/9 12:46:36
2932003090,转发微博,2012/9/9 12:46:28
2741414217,转发微博,2012/9/9 12:46:26
2741346281,转发微博,2012/9/9 12:46:24
2964761392,转发微博,2012/9/9 12:46:20
2741417107,转发微博,2012/9/9 12:46:17
2964786754,转发微博,2012/9/9 12:46:06
2964763982,转发微博,2012/9/9 12:46:02
2964742110,转发微博,2012/9/9 12:45:56
2844794725,转发微博,2012/9/9 12:45:52
2741294605,转发微博,2012/9/9 12:45:47
2931956472,转发微博,2012/9/9 12:45:46
2931962230,转发微博,2012/9/9 12:45:45
2927961063,转发微博,2012/9/9 12:45:44
2927927087,转发微博,2012/9/9 12:45:44
2964782200,转发微博,2012/9/9 12:45:41
2844712213,转发微博,2012/9/9 12:45:39
2928725785,转发微博,2012/9/9 12:45:38
2964858872,转发微博,2012/9/9 12:45:35
2931993472,转发微博,2012/9/9 12:45:32
2931990650,转发微博,2012/9/9 12:45:32
2931987244,转发微博,2012/9/9 12:45:30
2741435741,转发微博,2012/9/9 12:45:28
2928689455,转发微博,2012/9/9 12:45:23
2927928023,转发微博,2012/9/9 12:45:23
2931962200,//@时尚生活小百科: 不亏是海尔顶尖设计师，产品都很养眼又有科技感，顿时有未来生活的赶脚了！,2012/9/9 12:45:22
2964826984,转发微博,2012/9/9 12:45:19
2931984094,转发微博,2012/9/9 12:45:19
2741431711,转发微博,2012/9/9 12:45:15
2964783604,//@时尚生活小百科: 不亏是海尔顶尖设计师，产品都很养眼又有科技感，顿时有未来生活的赶脚了！,2012/9/9 12:45:15
2931984804,转发微博,2012/9/9 12:45:14
2741433901,转发微博,2012/9/9 12:45:14
2931960914,转发微博,2012/9/9 12:45:13
2741342653,转发微博,2012/9/9 12:45:11
2928701645,转发微博,2012/9/9 12:45:02
2964798322,转发微博,2012/9/9 12:45:02
2927957177,转发微博,2012/9/9 12:44:58
2741355277,//@时尚生活小百科: 不亏是海尔顶尖设计师，产品都很养眼又有科技感，顿时有未来生活的赶脚了！,2012/9/9 12:44:54
2927921253,//@时尚生活小百科: 不亏是海尔顶尖设计师，产品都很养眼又有科技感，顿时有未来生活的赶脚了！,2012/9/9 12:44:51
2844736211,//@时尚生活小百科: 不亏是海尔顶尖设计师，产品都很养眼又有科技感，顿时有未来生活的赶脚了！,2012/9/9 12:44:51
2964835972,转发微博,2012/9/9 12:44:51
2928689471,转发微博,2012/9/9 12:44:41
2964866252,转发微博,2012/9/9 12:44:39
2964787254,//@时尚生活小百科: 不亏是海尔顶尖设计师，产品都很养眼又有科技感，顿时有未来生活的赶脚了！,2012/9/9 12:44:33
2741258475,转发微博,2012/9/9 12:44:31
2964833222,转发微博,2012/9/9 12:44:31
2844662997,转发微博,2012/9/9 12:44:27
2844671277,转发微博,2012/9/9 12:44:26
2844673697,转发微博,2012/9/9 12:44:25
2932022642,转发微博,2012/9/9 12:44:25
2931998890,转发微博,2012/9/9 12:44:24
2927936223,转发微博,2012/9/9 12:44:14
2844827033,转发微博,2012/9/9 12:44:11
2741470541,转发微博,2012/9/9 12:44:09
